GEO.id,GEOID,GEO.display-label,P003001,HD02_VD01,HD01_VD02,HD02_VD02,P003003,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Householder who is White alone,Margin of Error; Total: - Householder who is White alone,Estimate; Total: - Householder who is Black or African American alone,Margin of Error; Total: - Householder who is Black or African American alone,Estimate; Total: - Householder who is American Indian and Alaska Native alone,Margin of Error; Total: - Householder who is American Indian and Alaska Native alone,Estimate; Total: - Householder who is Asian alone,Margin of Error; Total: - Householder who is Asian alone,Estimate; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Householder who is Some other race alone,Margin of Error; Total: - Householder who is Some other race alone,Estimate; Total: - Householder who is Two or more races:,Margin of Error; Total: - Householder who is Two or more races:,Estimate; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,"Estimate; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races","Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races"
1400000US24510160100,24510160100,"Census Tract 1601, Baltimore city, Maryland",1112,144,28,45,1065,149,19,27,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510160200,24510160200,"Census Tract 1602, Baltimore city, Maryland",945,159,0,127,937,156,0,127,8,14,0,127,0,127,0,127,0,127,0,127
1400000US24510160300,24510160300,"Census Tract 1603, Baltimore city, Maryland",553,114,0,127,553,114,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510160400,24510160400,"Census Tract 1604, Baltimore city, Maryland",823,134,24,37,799,135,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510160500,24510160500,"Census Tract 1605, Baltimore city, Maryland",1462,150,0,127,1440,146,0,127,0,127,0,127,0,127,22,24,0,127,22,24
1400000US24510160600,24510160600,"Census Tract 1606, Baltimore city, Maryland",1163,125,0,127,1142,126,0,127,0,127,0,127,0,127,21,35,0,127,21,35
1400000US24510160700,24510160700,"Census Tract 1607, Baltimore city, Maryland",1712,173,0,127,1702,174,0,127,0,127,0,127,0,127,10,15,0,127,10,15
1400000US24510160801,24510160801,"Census Tract 1608.01, Baltimore city, Maryland",1162,116,0,127,1143,120,10,18,0,127,0,127,0,127,9,15,0,127,9,15
1400000US24510160802,24510160802,"Census Tract 1608.02, Baltimore city, Maryland",1040,109,4,15,1024,110,12,16,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510170100,24510170100,"Census Tract 1701, Baltimore city, Maryland",858,95,195,79,561,109,0,127,76,59,0,127,0,127,26,37,26,37,0,127
1400000US24510170200,24510170200,"Census Tract 1702, Baltimore city, Maryland",1611,144,99,80,1467,127,0,127,10,17,0,127,10,17,25,33,0,127,25,33
1400000US24510170300,24510170300,"Census Tract 1703, Baltimore city, Maryland",840,111,0,127,812,112,0,127,0,127,0,127,28,20,0,127,0,127,0,127
1400000US24510180100,24510180100,"Census Tract 1801, Baltimore city, Maryland",815,87,12,17,778,88,0,127,16,27,0,127,0,127,9,15,0,127,9,15
1400000US24510180200,24510180200,"Census Tract 1802, Baltimore city, Maryland",420,62,21,24,399,65,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510180300,24510180300,"Census Tract 1803, Baltimore city, Maryland",794,98,265,95,472,111,0,127,13,21,0,127,16,25,28,30,0,127,28,30
1400000US24510190100,24510190100,"Census Tract 1901, Baltimore city, Maryland",807,121,23,36,774,126,0,127,0,127,0,127,0,127,10,16,0,127,10,16
1400000US24510190200,24510190200,"Census Tract 1902, Baltimore city, Maryland",672,125,375,89,290,128,0,127,7,13,0,127,0,127,0,127,0,127,0,127
1400000US24510190300,24510190300,"Census Tract 1903, Baltimore city, Maryland",734,123,224,77,500,110,0,127,0,127,0,127,10,17,0,127,0,127,0,127
1400000US24510200100,24510200100,"Census Tract 2001, Baltimore city, Maryland",688,107,20,21,659,108,9,14,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510200200,24510200200,"Census Tract 2002, Baltimore city, Maryland",924,127,8,14,906,131,0,127,0,127,0,127,0,127,10,16,0,127,10,16
1400000US24510200300,24510200300,"Census Tract 2003, Baltimore city, Maryland",594,102,189,66,405,108,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510200400,24510200400,"Census Tract 2004, Baltimore city, Maryland",591,93,0,127,591,93,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510200500,24510200500,"Census Tract 2005, Baltimore city, Maryland",1055,115,399,107,587,114,0,127,22,35,0,127,0,127,47,37,0,127,47,37
1400000US24510200600,24510200600,"Census Tract 2006, Baltimore city, Maryland",1042,91,334,82,691,113,0,127,17,15,0,127,0,127,0,127,0,127,0,127
1400000US24510200701,24510200701,"Census Tract 2007.01, Baltimore city, Maryland",1668,126,28,34,1640,121,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510200702,24510200702,"Census Tract 2007.02, Baltimore city, Maryland",530,71,44,51,486,77,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510200800,24510200800,"Census Tract 2008, Baltimore city, Maryland",762,107,97,62,636,101,0,127,14,22,0,127,0,127,15,19,0,127,15,19
1400000US24510210100,24510210100,"Census Tract 2101, Baltimore city, Maryland",920,103,474,105,369,87,9,14,42,57,0,127,0,127,26,32,0,127,26,32
1400000US24510210200,24510210200,"Census Tract 2102, Baltimore city, Maryland",1275,145,527,100,639,163,0,127,53,47,0,127,4,15,52,59,0,127,52,59
1400000US24510220100,24510220100,"Census Tract 2201, Baltimore city, Maryland",2011,213,1748,216,215,97,0,127,48,44,0,127,0,127,0,127,0,127,0,127
1400000US24510230100,24510230100,"Census Tract 2301, Baltimore city, Maryland",744,70,505,75,195,60,0,127,32,36,0,127,0,127,12,18,0,127,12,18
1400000US24510230200,24510230200,"Census Tract 2302, Baltimore city, Maryland",925,97,792,125,50,62,0,127,83,62,0,127,0,127,0,127,0,127,0,127
1400000US24510230300,24510230300,"Census Tract 2303, Baltimore city, Maryland",454,70,422,67,20,34,0,127,12,20,0,127,0,127,0,127,0,127,0,127
1400000US24510240100,24510240100,"Census Tract 2401, Baltimore city, Maryland",1026,92,994,91,21,21,0,127,11,17,0,127,0,127,0,127,0,127,0,127
1400000US24510240200,24510240200,"Census Tract 2402, Baltimore city, Maryland",1204,127,1166,125,8,12,0,127,17,19,0,127,0,127,13,19,0,127,13,19
1400000US24510240300,24510240300,"Census Tract 2403, Baltimore city, Maryland",1048,80,970,94,21,23,0,127,24,25,0,127,10,18,23,28,0,127,23,28
1400000US24510240400,24510240400,"Census Tract 2404, Baltimore city, Maryland",1133,97,1054,113,24,29,0,127,42,38,0,127,13,20,0,127,0,127,0,127
1400000US24510250101,24510250101,"Census Tract 2501.01, Baltimore city, Maryland",1528,55,147,64,1381,86,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510250102,24510250102,"Census Tract 2501.02, Baltimore city, Maryland",1049,124,79,48,954,144,0,127,0,127,0,127,0,127,16,22,0,127,16,22
1400000US24510250103,24510250103,"Census Tract 2501.03, Baltimore city, Maryland",1700,117,1326,133,287,103,0,127,29,48,0,127,23,34,35,31,0,127,35,31
1400000US24510250203,24510250203,"Census Tract 2502.03, Baltimore city, Maryland",884,37,35,33,823,54,20,30,0,127,0,127,6,9,0,127,0,127,0,127
1400000US24510250204,24510250204,"Census Tract 2502.04, Baltimore city, Maryland",1598,82,5,12,1570,86,0,127,0,127,0,127,0,127,23,36,0,127,23,36
1400000US24510250205,24510250205,"Census Tract 2502.05, Baltimore city, Maryland",1530,109,645,119,817,134,0,127,26,23,0,127,8,14,34,44,0,127,34,44
1400000US24510250206,24510250206,"Census Tract 2502.06, Baltimore city, Maryland",967,79,867,96,54,51,24,38,15,19,0,127,0,127,7,11,0,127,7,11
1400000US24510250207,24510250207,"Census Tract 2502.07, Baltimore city, Maryland",801,94,31,46,735,100,0,127,16,24,0,127,0,127,19,29,0,127,19,29
1400000US24510250301,24510250301,"Census Tract 2503.01, Baltimore city, Maryland",786,80,125,44,638,77,6,10,0,127,0,127,0,127,17,27,0,127,17,27
1400000US24510250303,24510250303,"Census Tract 2503.03, Baltimore city, Maryland",857,100,779,116,68,54,0,127,7,19,0,127,0,127,3,7,0,127,3,7
1400000US24510250401,24510250401,"Census Tract 2504.01, Baltimore city, Maryland",1221,108,985,131,213,97,0,127,11,18,0,127,12,23,0,127,0,127,0,127
1400000US24510250402,24510250402,"Census Tract 2504.02, Baltimore city, Maryland",1561,154,633,126,795,134,0,127,49,45,0,127,45,63,39,32,0,127,39,32
1400000US24510250500,24510250500-exclude,"Census Tract 2505, Baltimore city, Maryland",1864,174,1196,175,497,167,0,127,36,34,0,127,20,31,115,118,0,127,115,118
1400000US24510250600,24510250600,"Census Tract 2506, Baltimore city, Maryland",7,13,7,13,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510260101,24510260101,"Census Tract 2601.01, Baltimore city, Maryland",1857,144,689,106,1127,154,0,127,27,32,0,127,0,127,14,22,0,127,14,22
1400000US24510260102,24510260102,"Census Tract 2601.02, Baltimore city, Maryland",1827,107,435,119,1367,138,0,127,0,127,0,127,0,127,25,30,0,127,25,30
1400000US24510260201,24510260201,"Census Tract 2602.01, Baltimore city, Maryland",2123,149,421,143,1627,185,0,127,49,57,0,127,0,127,26,39,0,127,26,39
1400000US24510260202,24510260202,"Census Tract 2602.02, Baltimore city, Maryland",2506,193,317,93,2062,205,0,127,55,60,0,127,0,127,72,81,26,43,46,66
1400000US24510260203,24510260203,"Census Tract 2602.03, Baltimore city, Maryland",1020,69,74,50,914,81,0,127,0,127,0,127,0,127,32,45,0,127,32,45
1400000US24510260301,24510260301,"Census Tract 2603.01, Baltimore city, Maryland",1602,113,251,99,1351,143,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510260302,24510260302,"Census Tract 2603.02, Baltimore city, Maryland",2316,197,316,111,1963,193,0,127,37,49,0,127,0,127,0,127,0,127,0,127
1400000US24510260303,24510260303,"Census Tract 2603.03, Baltimore city, Maryland",318,80,177,36,132,84,9,15,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510260401,24510260401,"Census Tract 2604.01, Baltimore city, Maryland",1277,99,1061,143,39,44,0,127,0,127,0,127,82,71,95,75,57,62,38,43
1400000US24510260402,24510260402,"Census Tract 2604.02, Baltimore city, Maryland",967,135,14,24,835,161,0,127,64,67,32,50,0,127,22,25,0,127,22,25
1400000US24510260403,24510260403,"Census Tract 2604.03, Baltimore city, Maryland",765,121,11,17,754,123,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510260404,24510260404,"Census Tract 2604.04, Baltimore city, Maryland",566,74,262,84,262,88,0,127,0,127,0,127,42,42,0,127,0,127,0,127
1400000US24510260501,24510260501,"Census Tract 2605.01, Baltimore city, Maryland",1717,171,1449,176,87,90,15,26,131,85,0,127,24,31,11,18,0,127,11,18
